funny,beautiful,ingenious,courageous,longwinded,confusing,informative,fascinating,unconvincing,persuasive,jaw_dropping,ok,obnoxious,inspiring,total,positive,negative,talk_id
35,105,8,160,32,26,31,47,11,6,6,40,4,75,586,473,73,1816
20,1366,17,2274,14,36,251,456,44,414,167,109,29,2770,7967,7735,123,1817
13,133,170,43,2,2,52,134,16,37,15,78,5,179,879,776,25,1818
696,80,245,43,21,21,1244,468,71,381,57,231,26,549,4133,3763,139,1819
310,262,64,119,18,26,49,60,74,21,3,100,24,181,1311,1069,142,1820
4,23,74,83,23,1,563,163,7,269,12,42,1,429,1694,1620,32,1821
4,75,21,7,22,9,275,199,8,24,34,40,2,146,866,785,41,1822
1155,545,317,34,18,6,63,231,3,52,12,49,8,864,3357,3273,35,1823
18,342,236,65,24,21,423,320,29,126,47,155,26,479,2311,2056,100,1824
1,57,12,14,23,8,163,163,6,66,33,13,3,114,676,623,40,1825
5,51,17,27,49,1,230,29,8,205,11,34,3,200,870,775,61,1826
8,21,38,13,58,12,620,234,34,126,22,89,30,203,1508,1285,134,1827
16,297,8,875,7,30,257,80,51,48,43,108,11,515,2346,2139,99,1828
10,891,22,455,17,9,393,362,47,116,85,134,72,1146,3759,3480,145,1829
29,176,247,18,9,2,429,362,32,84,27,107,7,300,1829,1672,50,1830
38,27,39,20,1,1,264,50,1,149,22,10,8,106,736,715,11,1831
16,147,58,66,103,60,898,116,178,304,17,150,27,545,2685,2167,368,1832
6,70,26,72,5,16,220,130,65,97,41,31,10,290,1079,952,96,1833
10,138,83,17,12,1,512,488,16,67,49,38,3,133,1567,1497,32,1834
18,573,39,41,1,0,21,153,2,24,54,45,8,243,1222,1166,11,1835
7,13,27,21,34,62,349,169,22,109,18,53,20,56,960,769,138,1836
18,906,37,398,48,20,499,192,66,400,58,139,29,1516,4326,4024,163,1837
15,68,165,317,16,12,262,172,39,250,24,44,10,719,2113,1992,77,1838
9,57,16,117,7,11,420,157,6,96,29,20,3,462,1410,1363,27,1839
36,111,78,1076,49,37,1424,395,62,1169,75,198,29,770,5509,5134,177,1840
29,251,374,32,24,22,2599,1626,8,431,147,194,7,303,6047,5792,61,1841
21,53,25,60,30,10,290,52,11,183,12,126,6,241,1120,937,57,1842
18,61,626,69,1,6,522,473,6,86,282,48,2,850,3050,2987,15,1843
6,99,6,209,18,5,231,109,15,168,13,39,12,454,1384,1295,50,1844
4,337,6,226,16,6,37,88,12,12,20,28,10,434,1236,1164,44,1845
28,84,34,34,33,41,290,129,37,131,11,100,15,147,1114,888,126,1846
9,58,28,122,9,3,188,85,24,98,14,51,10,410,1109,1012,46,1847
16,46,67,34,7,5,297,73,43,168,5,83,7,236,1087,942,62,1848
11,237,22,37,12,3,155,252,22,28,29,97,6,183,1094,954,43,1849
934,50,199,23,19,10,234,224,22,25,27,75,11,141,1994,1857,62,1850
6,90,13,657,19,7,302,153,18,129,140,28,19,648,2229,2138,63,1851
27,27,75,4,9,9,121,79,26,19,5,114,2,41,558,398,46,1852
13,588,15,12,6,8,54,187,30,49,21,55,9,303,1350,1242,53,1853
40,196,20,178,45,8,66,44,9,113,4,66,9,326,1124,987,71,1854
21,32,60,23,35,34,274,146,60,120,13,146,20,206,1190,895,149,1855
12,77,15,83,11,10,259,113,22,121,3,51,5,325,1107,1008,48,1856
9,37,15,8,33,8,267,128,14,101,6,59,8,113,806,684,63,1857
49,177,53,115,31,28,273,152,46,200,8,218,7,783,2140,1810,112,1858
15,83,418,58,6,16,274,188,5,122,55,46,0,691,1977,1904,27,1859
117,427,151,80,3,3,65,198,1,48,25,46,3,612,1779,1723,10,1860
7,14,13,17,15,11,420,80,13,146,12,52,5,52,857,761,44,1861
39,35,166,55,8,11,564,234,13,301,13,45,13,376,1873,1783,45,1862
40,40,80,422,32,19,812,647,98,832,36,80,40,476,3654,3385,189,1863
9,354,49,1040,24,28,547,239,71,437,30,70,123,733,3754,3438,246,1864
17,120,21,19,24,19,39,83,27,10,22,49,16,114,580,445,86,1865
648,60,98,19,18,14,254,53,16,176,6,254,14,208,1838,1522,62,1866
8,179,305,66,0,7,385,380,6,34,185,38,6,390,1989,1932,19,1867
2,174,2,179,27,7,89,69,9,24,50,31,11,463,1137,1052,54,1868
8,35,808,26,4,2,411,586,38,68,443,50,2,192,2673,2577,46,1869
184,469,40,746,42,21,432,269,46,87,53,77,15,1020,3501,3300,124,1870
11,147,20,160,9,10,647,550,18,187,38,26,20,524,2367,2284,57,1871
31,55,48,35,100,39,839,257,208,278,27,300,31,587,2835,2157,378,1872
15,903,62,70,73,18,207,361,43,429,17,142,15,1523,3878,3587,149,1873
1,29,58,474,15,23,259,127,55,101,34,44,19,294,1533,1377,112,1874
21,104,5,177,11,3,33,135,5,3,44,29,4,233,807,755,23,1875
186,132,23,23,14,11,811,174,28,315,110,79,6,390,2302,2164,59,1876
25,140,127,231,98,16,669,524,29,220,36,109,11,538,2773,2510,154,1877
5,423,56,17,57,31,1,105,38,6,50,92,26,89,996,752,152,1878
6,211,74,126,7,7,100,95,15,46,20,13,0,337,1057,1015,29,1879
4,146,4,122,13,18,109,24,44,24,15,33,21,68,645,516,96,1880
701,405,428,78,23,5,164,657,10,39,86,50,4,377,3027,2935,42,1881
6,10,33,173,16,17,968,151,180,181,145,125,56,23,2084,1690,269,1882
14,21,25,6,3,32,186,81,41,31,4,97,5,65,611,433,81,1883
47,493,31,439,31,31,212,93,99,412,31,39,57,649,2664,2407,218,1884
14,61,144,11,27,17,748,652,26,163,365,60,9,191,2488,2349,79,1885
39,904,262,215,117,44,1612,635,87,847,105,344,74,3079,8364,7698,322,1886
14,23,45,150,23,18,205,37,27,43,10,70,8,153,826,680,76,1887
65,146,103,128,4,0,114,99,16,27,13,54,1,244,1014,939,21,1888
578,78,107,20,10,9,225,150,27,70,12,102,11,295,1694,1535,57,1889
195,128,986,17,15,8,366,890,3,18,922,60,4,605,4217,4127,30,1890
21,137,6,20,9,8,369,101,10,143,17,53,4,221,1119,1035,31,1891
87,492,279,21,8,2,198,327,20,154,10,83,3,774,2458,2342,33,1892
44,233,53,193,1,17,116,83,17,105,11,89,16,521,1499,1359,51,1893
0,10,10,136,6,1,152,77,1,20,39,57,0,82,591,526,8,1894
14,24,6,24,15,4,214,27,6,90,11,29,4,135,603,545,29,1895
16,36,303,36,33,6,413,256,32,127,23,63,1,409,1754,1619,72,1896
16,102,2,103,18,8,80,69,18,64,40,22,12,236,790,712,56,1897
26,45,231,80,8,10,184,185,20,135,169,41,2,227,1363,1282,40,1898
3,311,10,118,6,1,17,62,7,19,14,16,3,291,878,845,17,1899
59,327,37,89,5,6,340,197,12,228,12,44,5,904,2265,2193,28,1900
12,21,168,3,14,3,276,231,27,14,57,48,5,154,1033,936,49,1901
33,27,30,52,1,7,121,38,2,54,16,60,2,166,609,537,12,1902
16,638,7,1185,39,17,169,73,89,137,10,177,75,845,3477,3080,220,1903
15,127,190,48,54,8,251,484,17,21,241,32,9,479,1976,1856,88,1904
7,30,28,64,34,40,150,154,15,161,8,37,6,276,1010,878,95,1905
120,69,8,629,16,2,327,35,6,164,98,11,8,342,1835,1792,32,1906
59,247,29,206,16,39,154,87,84,37,11,79,33,382,1463,1212,172,1907
23,37,16,31,31,19,202,86,23,138,4,173,19,179,981,716,92,1908
3,8,4,22,12,3,176,23,8,44,5,16,3,61,388,346,26,1909
140,32,45,19,109,100,778,254,191,167,11,270,97,50,2263,1496,497,1910
169,33,421,18,31,10,722,397,42,241,36,140,2,490,2752,2527,85,1911
11,361,207,8,8,6,61,362,12,12,78,41,22,196,1385,1296,48,1912
8,63,50,7,6,10,228,180,37,36,11,83,3,66,788,649,56,1913
311,195,729,579,19,31,252,1002,18,358,181,59,4,2776,6514,6383,72,1914
17,83,415,43,14,4,220,141,12,51,19,90,5,415,1529,1404,35,1915
1156,285,276,38,44,39,844,793,129,201,34,218,34,307,4398,3934,246,1916
325,1406,316,637,35,12,4288,1530,17,1950,354,129,13,13398,24410,24204,77,1917
13,181,317,498,20,21,2557,865,25,908,681,47,12,1343,7488,7363,78,1918
25,158,9,156,13,4,198,60,6,24,5,58,4,323,1043,958,27,1919
21,17,23,47,8,16,143,70,28,9,5,109,4,70,570,405,56,1920
22,149,7,388,8,4,169,51,12,154,39,43,6,655,1707,1634,30,1921
18,43,167,12,8,17,856,772,8,156,244,41,5,138,2485,2406,38,1922
16,123,45,386,5,4,101,75,5,28,19,31,4,405,1247,1198,18,1923
15,12,5,9,11,76,118,25,93,57,3,24,150,43,641,287,330,1924
45,8,70,13,18,13,295,85,11,117,7,76,3,94,855,734,45,1925
336,105,186,19,39,27,25,385,35,22,319,103,15,88,1704,1485,116,1926
3,5,11,33,5,7,224,37,31,147,7,60,3,95,668,562,46,1927
17,79,501,155,10,1,215,220,9,87,34,67,3,399,1797,1707,23,1928
403,528,189,40,7,11,7,214,2,8,97,33,16,309,1864,1795,36,1929
12,33,211,71,22,13,813,188,51,223,18,82,7,156,1900,1725,93,1930
4,50,32,141,9,10,160,31,54,78,6,21,16,204,816,706,89,1931
23,70,22,50,2,5,106,21,26,68,7,37,4,86,527,453,37,1932
79,432,228,44,48,18,431,506,66,210,36,115,25,700,2938,2666,157,1933
12,80,11,364,7,12,291,109,31,133,33,50,8,406,1547,1439,58,1934
343,29,227,22,14,28,190,130,52,58,6,116,13,317,1545,1322,107,1935
9,58,113,35,33,7,486,204,32,192,23,164,3,615,1974,1735,75,1936
6,136,1,624,3,5,168,214,3,89,127,26,12,471,1885,1836,23,1937
8,20,20,59,46,22,505,84,67,173,27,70,33,170,1304,1066,168,1938
47,85,982,38,6,16,509,1266,18,66,752,67,15,586,4453,4331,55,1939
19,50,547,20,4,11,574,468,14,44,380,54,4,290,2479,2392,33,1940
143,1600,190,8668,151,62,2356,584,180,1919,311,284,202,5126,21776,20897,595,1941
41,152,215,23,19,11,465,429,17,42,87,205,10,572,2288,2026,57,1942
9,312,30,360,12,7,333,241,25,317,63,48,11,740,2508,2405,55,1943
26,967,202,262,16,13,154,203,5,130,59,49,11,1158,3255,3161,45,1944
11,194,108,117,13,4,198,112,2,64,17,24,0,563,1427,1384,19,1945
426,544,30,529,13,14,144,385,5,94,51,56,5,1417,3713,3620,37,1946
15,93,43,46,5,9,226,142,23,98,7,142,6,198,1053,868,43,1947
32,66,40,106,3,2,181,243,4,12,77,19,1,333,1119,1090,10,1948
39,40,11,150,33,10,333,112,31,172,17,81,26,307,1362,1181,100,1949
14,150,8,614,7,4,122,45,3,76,27,23,2,570,1665,1626,16,1950
34,66,32,87,17,9,894,72,33,376,46,131,11,357,2165,1964,70,1951
678,992,158,293,48,46,546,439,127,595,27,521,40,3322,7832,7050,261,1952
701,195,316,8,4,16,349,318,7,96,28,77,2,336,2453,2347,29,1953
16,16,47,19,13,39,699,199,61,248,52,176,8,113,1706,1409,121,1954
28,82,80,32,2,8,142,264,6,2,78,21,0,153,898,861,16,1955
12,28,9,240,11,3,152,24,5,27,39,22,0,110,682,641,19,1956
10,122,16,302,20,9,57,115,6,102,16,52,16,525,1368,1265,51,1957
718,592,716,104,36,16,281,677,19,196,79,101,18,1394,4947,4757,89,1958
3,31,42,255,8,20,369,97,106,341,35,120,32,363,1822,1536,166,1959
0,25,23,5,15,9,253,174,23,56,7,49,5,86,730,629,52,1960
7,195,41,460,25,9,774,177,45,701,215,33,13,944,3639,3514,92,1961
27,139,14,16,11,18,280,229,28,8,31,143,4,206,1154,950,61,1962
36,176,101,47,6,8,140,273,23,62,27,87,1,415,1402,1277,38,1963
17,694,46,771,17,17,314,352,34,222,137,66,28,947,3662,3500,96,1964
4,31,7,11,4,1,228,117,7,9,17,55,0,57,548,481,12,1965
25,26,114,142,63,45,680,369,71,216,96,129,13,310,2299,1978,192,1966
599,112,514,115,17,20,638,1187,16,60,770,111,7,444,4610,4439,60,1967
865,110,68,10,44,10,529,389,17,51,19,133,39,171,2455,2212,110,1968
9,160,34,708,27,16,711,122,90,326,99,97,24,922,3345,3091,157,1969
15,37,44,73,25,19,547,160,177,296,15,48,39,181,1676,1368,260,1970
17,39,389,6,14,4,210,532,1,16,378,28,6,435,2075,2022,25,1971
35,814,104,31,11,53,3,221,25,11,37,99,21,253,1718,1509,110,1972
5,90,166,8,12,14,267,238,4,27,96,36,1,211,1175,1108,31,1973
13,233,7,153,3,0,32,276,6,22,29,80,1,255,1110,1020,10,1974
11,322,58,9,5,7,456,404,17,74,35,90,6,100,1594,1469,35,1975
21,1150,534,43,6,7,293,482,12,52,215,71,16,1058,3960,3848,41,1976
727,141,138,13,34,12,563,407,19,196,26,132,25,315,2748,2526,90,1977
1,401,10,306,9,13,80,64,34,50,71,41,13,230,1323,1213,69,1978
4,96,31,97,15,15,62,244,14,5,145,10,9,238,985,922,53,1979
48,107,300,24,16,11,212,71,17,68,9,83,7,202,1175,1041,51,1980
12,59,42,77,28,12,161,118,28,147,11,45,11,202,953,829,79,1981
310,426,359,761,40,33,2479,2199,62,877,361,141,21,1760,9829,9532,156,1982
41,381,18,359,13,3,22,402,12,14,140,51,10,593,2059,1970,38,1983
19,124,26,226,26,1,198,86,12,284,21,46,0,697,1766,1681,39,1984
174,328,57,279,50,31,551,310,84,462,55,82,59,1135,3657,3351,224,1985
11,72,66,28,26,11,409,302,16,30,21,52,10,179,1233,1118,63,1986
77,415,37,38,43,10,67,302,8,9,35,33,9,382,1465,1362,70,1987
10,126,102,42,8,11,1797,223,84,412,27,201,5,722,3770,3461,108,1988
92,158,74,6,23,14,398,313,21,68,57,42,0,148,1414,1314,58,1989
98,178,93,38,62,15,444,181,34,139,12,146,8,597,2045,1780,119,1990
10,14,12,265,2,13,481,145,63,96,223,39,20,5,1388,1251,98,1991
31,386,34,677,16,7,179,270,9,231,171,42,6,1677,3736,3656,38,1992
14,326,15,559,15,28,552,296,49,45,126,108,33,398,2564,2331,125,1993
427,96,306,85,29,16,106,158,27,48,46,88,12,85,1529,1357,84,1994
94,75,173,53,65,112,510,952,81,188,198,77,18,322,2918,2565,276,1995
10,388,26,486,6,15,46,99,10,42,87,21,19,469,1724,1653,50,1996
67,59,167,33,12,9,373,338,20,40,32,100,16,209,1475,1318,57,1997
71,450,201,197,20,14,875,508,24,483,60,68,6,1588,4565,4433,64,1998
7,264,37,67,33,10,981,299,75,313,22,78,16,289,2491,2279,134,1999
0,10,11,83,9,46,150,25,36,55,21,57,18,50,571,405,109,2000
9,697,53,10,20,7,6,371,10,2,311,84,4,352,1936,1811,41,2001
175,226,31,356,13,18,100,129,44,116,13,29,31,613,1894,1759,106,2002
396,53,94,7,61,18,190,148,28,66,4,134,26,191,1416,1149,133,2003
8,21,46,82,54,22,996,248,37,436,124,70,33,260,2437,2221,146,2004
39,92,161,16,14,13,568,430,18,105,85,61,1,182,1785,1678,46,2005
3,129,115,276,18,4,373,239,31,214,67,40,2,703,2214,2119,55,2006
21,258,6,465,19,9,688,96,16,417,102,58,16,556,2727,2609,60,2007
14,297,9,69,48,21,369,188,28,38,14,105,12,383,1595,1381,109,2008
19,160,5,129,14,14,85,34,34,26,22,43,31,269,885,749,93,2009
44,20,82,7,9,25,253,251,22,22,34,77,3,58,907,771,59,2010
16,320,3,454,4,3,126,61,4,97,43,20,8,504,1663,1624,19,2011
131,2247,488,1112,94,21,3734,1849,106,1897,497,167,15,4219,16577,16174,236,2012
303,240,15,368,17,15,134,77,42,157,15,41,27,591,2042,1900,101,2013
7,150,9,281,28,17,386,64,25,184,61,40,9,267,1528,1409,79,2014
13,120,16,243,29,24,135,43,93,67,8,90,19,251,1151,896,165,2015
117,440,24,22,43,15,37,144,86,10,6,252,12,236,1444,1036,156,2016
23,90,35,98,5,9,81,49,16,15,3,61,3,169,657,563,33,2017
334,63,22,6,26,7,322,187,19,36,13,97,13,75,1220,1058,65,2018
33,48,16,291,7,5,341,294,35,250,70,34,7,182,1613,1525,54,2019
51,507,27,537,21,21,336,162,98,185,9,57,36,700,2747,2514,176,2020
352,314,119,54,160,97,627,377,109,214,27,341,32,794,3617,2878,398,2021
29,385,43,141,13,9,63,111,16,17,24,83,15,295,1244,1108,53,2022
176,117,682,153,55,29,1067,1334,105,530,120,187,46,562,5163,4741,235,2023
21,23,90,116,31,58,1082,311,171,492,35,248,63,129,2870,2299,323,2024
493,39,53,363,27,22,397,241,86,92,18,91,67,257,2246,1953,202,2025
20,19,82,98,19,7,24,35,22,5,9,39,11,88,478,380,59,2026
16,8,92,26,0,1,222,105,27,14,24,44,3,64,646,571,31,2027
407,326,24,437,3,8,213,145,1,24,14,28,6,633,2269,2223,18,2028
18,208,102,4,66,24,378,284,56,47,17,200,9,181,1594,1239,155,2029
5,24,124,24,11,7,362,564,13,52,88,35,6,189,1504,1432,37,2030
16,7,9,55,36,16,470,63,94,127,28,134,13,23,1091,798,159,2031
170,169,104,7,14,45,37,293,36,9,26,96,26,147,1179,962,121,2032
18,132,114,19,28,24,436,559,21,59,91,63,7,137,1708,1565,80,2033
5,7,10,38,3,1,236,21,9,73,9,46,2,37,497,436,15,2034
13,8,42,9,7,6,183,91,17,36,8,64,14,31,529,421,44,2035
72,196,135,85,68,31,314,288,42,358,26,62,6,673,2356,2147,147,2036
9,67,24,4,8,0,264,237,4,18,39,43,1,162,880,824,13,2037
13,147,8,113,12,6,112,38,12,70,10,117,11,294,963,805,41,2038
170,39,115,73,8,20,1057,601,13,151,163,48,3,104,2565,2473,44,2039
13,18,43,15,34,17,193,168,10,23,10,74,5,246,869,729,66,2040
19,67,57,297,3,9,105,185,8,6,108,58,11,251,1184,1095,31,2041
38,73,67,70,38,51,392,215,135,287,17,218,18,526,2145,1685,242,2042
24,2462,96,1331,74,29,612,418,29,409,78,131,15,3028,8736,8458,147,2043
47,12,7,61,1,0,29,22,1,20,1,22,7,111,341,310,9,2044
16,19,21,75,9,10,310,96,44,228,26,92,13,162,1121,953,76,2045
9,371,34,208,21,14,157,57,33,196,13,50,15,638,1816,1683,83,2046
438,148,76,98,55,6,391,156,70,306,38,76,45,581,2484,2232,176,2047
277,431,36,255,94,36,319,429,71,87,24,380,41,430,2910,2288,242,2048
99,173,82,503,127,82,347,302,85,597,73,258,31,2684,5443,4860,325,2049
100,322,32,684,5,2,180,183,5,71,233,27,1,716,2561,2521,13,2050
6,20,8,31,31,19,194,79,42,82,36,50,18,19,635,475,110,2051
12,28,12,32,54,18,176,52,23,118,14,79,12,196,826,640,107,2052
14,245,3,91,6,5,9,26,1,4,15,28,4,109,560,516,16,2053
3,27,31,70,4,9,628,109,19,284,32,70,3,338,1627,1522,35,2054
14,504,248,114,32,26,338,388,30,273,39,66,13,1128,3213,3046,101,2055
12,337,5,77,2,6,188,163,3,131,28,18,9,318,1297,1259,20,2056
9,367,19,608,3,4,126,254,0,25,216,39,0,1035,2705,2659,7,2057
277,927,525,704,34,14,932,1118,65,531,196,152,24,4572,10071,9782,137,2058
6,33,20,44,20,16,291,29,44,137,19,51,20,69,799,648,100,2059
5,14,76,11,19,11,316,174,20,79,23,47,8,143,946,841,58,2060
9,209,266,22,12,17,267,478,10,21,180,29,20,368,1908,1820,59,2061
90,185,176,48,27,45,2265,1533,19,413,134,144,6,658,5743,5502,97,2062
3,306,6,11,6,14,12,54,6,5,4,30,5,110,572,511,31,2063
9,30,40,43,15,15,421,151,38,117,16,84,3,413,1395,1240,71,2064
43,147,151,7,4,3,268,244,8,16,45,67,4,243,1250,1164,19,2065
10,34,41,66,38,7,678,179,20,237,54,47,9,151,1571,1450,74,2066
6,40,10,222,1,3,304,77,8,82,72,36,7,198,1066,1011,19,2067
64,500,64,9,8,5,85,268,10,24,26,40,1,317,1421,1357,24,2068
20,13,13,618,21,6,569,127,37,106,215,55,40,177,2017,1858,104,2069
5,103,148,78,18,15,583,453,15,145,183,52,12,155,1965,1853,60,2070
61,68,83,4,45,26,245,111,89,46,16,115,17,266,1192,900,177,2071
11,253,19,46,24,12,162,355,9,19,41,63,2,68,1084,974,47,2072
8,30,38,43,16,14,185,29,12,131,14,11,1,289,821,767,43,2073
36,73,116,64,7,7,217,175,9,81,22,44,0,421,1272,1205,23,2074
84,383,37,69,6,7,183,207,0,28,21,17,0,344,1386,1356,13,2075
62,15,61,84,12,12,100,42,16,28,5,35,10,114,596,511,50,2076
115,341,109,64,100,76,1175,290,194,359,40,479,34,365,3741,2858,404,2077
41,188,71,122,0,0,153,88,5,40,62,24,15,411,1220,1176,20,2078
19,377,7,220,17,10,160,64,20,166,67,28,13,481,1649,1561,60,2079
23,171,7,128,11,10,239,154,961,93,8,59,4,248,2116,1071,986,2080
13,39,323,13,4,11,557,369,42,35,182,66,9,275,1938,1806,66,2081
16,317,64,3,16,9,9,147,36,3,44,81,13,143,901,746,74,2082
24,255,8,199,5,5,180,36,29,20,8,42,12,277,1100,1007,51,2083
13,19,51,92,13,10,463,147,20,187,41,46,20,144,1266,1157,63,2084
7,116,21,228,42,43,141,50,134,101,22,50,60,232,1247,918,279,2085
5,30,3,164,20,11,114,86,19,49,25,17,6,135,684,611,56,2086
221,21,96,13,15,8,394,319,31,50,62,45,31,54,1360,1230,85,2087
3,27,58,28,6,7,169,81,38,60,30,48,8,83,646,539,59,2088
8,14,3,59,12,5,115,24,10,75,8,32,11,65,441,371,38,2089
43,889,36,110,23,24,596,537,26,515,95,56,18,744,3712,3565,91,2090
11,189,50,13,63,28,461,435,28,66,22,158,17,111,1652,1358,136,2091
26,178,66,37,18,11,212,234,5,122,12,71,16,548,1556,1435,50,2092
240,168,96,262,19,21,598,297,49,634,35,135,15,2036,4605,4366,104,2093
8,316,38,149,10,27,38,185,11,23,34,30,15,358,1242,1149,63,2094
5,193,16,29,0,0,233,168,0,78,19,12,0,229,982,970,0,2095
15,30,12,241,4,7,275,43,29,239,58,37,2,180,1172,1093,42,2096
26,55,68,143,9,4,76,89,2,9,9,34,6,238,768,713,21,2097
7,195,9,84,6,6,121,261,2,11,78,46,5,220,1051,986,19,2098
5,101,19,141,20,15,92,36,10,39,7,28,11,252,776,692,56,2099
29,159,99,35,44,11,146,175,30,13,27,116,10,122,1016,805,95,2100
7,5,285,15,7,4,359,134,19,100,23,62,8,173,1201,1101,38,2101
210,86,49,9,11,10,17,106,13,4,71,57,52,43,738,595,86,2102
17,6,22,27,9,3,478,163,14,232,22,32,2,159,1186,1126,28,2103
46,106,76,75,13,43,347,267,39,292,35,102,9,370,1820,1614,104,2104
69,24,16,17,12,23,224,61,12,18,6,86,6,12,586,447,53,2105
367,275,12,122,22,18,121,64,26,51,4,57,25,477,1641,1493,91,2106
10,33,5,91,4,11,213,31,28,112,8,39,12,147,744,650,55,2107
14,11,21,72,14,31,316,68,52,122,9,76,17,74,897,707,114,2108
27,492,114,16,17,7,105,191,9,88,50,24,14,334,1488,1417,47,2109
140,3825,217,368,119,25,2868,2564,130,1661,259,251,31,8590,21048,20492,305,2110
25,70,42,23,11,26,529,389,26,69,100,57,11,119,1497,1366,74,2111
86,30,35,21,29,15,471,196,48,114,8,97,4,150,1304,1111,96,2112
26,176,34,34,8,11,284,156,27,25,16,99,30,270,1196,1021,76,2113
4,16,37,9,10,1,265,37,10,109,9,26,1,95,629,581,22,2114
7731,229,1766,240,45,20,401,939,63,91,221,143,60,417,12366,12035,188,2115
34,184,116,82,25,11,336,300,18,326,22,78,7,865,2404,2265,61,2116
31,138,20,154,18,6,118,35,19,92,6,41,2,282,962,876,45,2117
6,129,25,210,10,7,191,43,19,193,16,37,7,306,1199,1119,43,2118
10,256,212,36,12,9,174,390,17,40,32,44,6,342,1580,1492,44,2119
16,138,13,67,17,0,222,271,11,18,60,50,12,93,988,898,40,2120
9,102,86,6,8,6,249,148,11,55,26,41,6,92,845,773,31,2121
23,82,46,16,17,17,148,133,44,34,19,41,6,117,743,618,84,2122
4,145,186,89,7,0,122,118,4,27,4,72,1,390,1169,1085,12,2123
7,258,18,7,35,18,384,354,21,38,45,54,10,152,1401,1263,84,2124
22,130,128,348,25,64,644,382,108,353,39,31,33,447,2754,2493,230,2125
9,215,21,11,4,10,276,333,7,17,87,9,4,74,1077,1043,25,2126
9,30,29,117,5,6,183,72,9,38,49,23,7,172,749,699,27,2127
13,31,94,14,6,7,167,120,2,16,34,49,7,71,631,560,22,2128
33,175,37,242,10,4,69,81,3,127,33,61,14,721,1610,1518,31,2129
129,331,66,69,38,31,139,190,42,63,14,89,27,501,1729,1502,138,2130
32,275,17,58,34,5,322,413,9,67,90,29,20,462,1833,1736,68,2131
36,172,241,60,55,48,1987,673,126,887,51,223,4,1209,5772,5316,233,2132
0,90,9,66,6,4,105,17,5,69,1,29,0,152,553,509,15,2133
2,108,4,281,8,1,124,30,6,64,16,16,2,379,1041,1008,17,2134
20,13,16,35,22,35,135,36,81,126,1,74,18,62,674,444,156,2135
20,65,209,30,5,11,186,345,41,27,120,39,7,205,1310,1207,64,2136
1,42,72,12,11,2,241,246,0,20,30,30,4,115,826,779,17,2137
6,12,28,13,13,13,318,87,20,150,10,12,8,150,840,774,54,2138
3,20,9,45,24,18,248,52,81,93,25,40,47,84,789,579,170,2139
10,59,172,44,6,12,444,448,1,35,117,47,4,218,1617,1547,23,2140
1704,1494,531,200,35,26,3599,1843,38,1754,115,199,30,2853,14421,14093,129,2141
234,1121,88,573,127,43,199,359,64,300,101,126,95,2010,5440,4985,329,2142
20,175,91,34,40,43,472,531,35,28,98,83,20,299,1969,1748,138,2143
26,278,319,26,16,8,468,676,9,25,366,98,8,318,2641,2502,41,2144
18,233,34,234,22,12,719,176,50,496,101,17,34,956,3102,2967,118,2145
57,1152,70,1774,22,26,647,358,129,485,77,120,58,1845,6820,6465,235,2146
3,30,9,32,6,5,145,51,22,134,7,94,7,156,701,567,40,2147
6,18,3,48,14,3,98,14,21,66,5,42,10,82,430,340,48,2148
48,278,16,374,27,39,177,26,137,233,24,77,77,317,1850,1493,280,2149
8,540,7,44,5,4,128,274,7,74,113,16,2,357,1579,1545,18,2150
47,164,43,28,2,5,19,43,19,19,9,78,4,128,608,500,30,2151
33,36,146,12,8,7,581,241,11,123,18,42,8,105,1371,1295,34,2152
8,61,81,209,15,18,392,59,79,250,20,30,29,477,1728,1557,141,2153
29,14,100,31,13,10,320,160,53,106,21,66,40,190,1153,971,116,2154
27,373,79,1426,18,12,570,425,24,659,79,70,27,2273,6062,5911,81,2155
69,192,232,33,17,7,318,371,27,68,104,38,17,503,1996,1890,68,2156
4,139,9,5,9,14,164,84,0,4,8,45,1,41,527,458,24,2157
11,142,171,22,3,1,115,120,4,22,29,11,2,294,947,926,10,2158
59,876,99,221,6,27,375,309,9,415,96,52,9,1589,4142,4039,51,2159
96,656,102,497,38,50,102,201,83,306,89,48,18,1099,3385,3148,189,2160
115,112,135,100,13,3,321,374,17,144,22,42,18,665,2081,1988,51,2161
7445,722,1957,1026,53,22,2349,1864,65,1770,326,280,43,4387,22309,21846,183,2162
3,82,129,162,8,6,291,26,40,179,19,45,21,213,1224,1104,75,2163
23,39,29,99,19,16,163,61,82,150,14,60,24,354,1133,932,141,2164
22,54,134,21,9,11,174,288,57,25,108,53,18,185,1159,1011,95,2165
18,369,112,510,7,1,630,202,19,695,83,17,8,1159,3830,3778,35,2166
20,20,23,34,6,13,143,23,16,63,1,72,7,280,721,607,42,2167
623,87,94,18,31,9,509,519,27,62,158,56,21,198,2412,2268,88,2168
26,54,25,95,2,0,112,52,3,45,10,29,0,267,720,686,5,2169
20,148,155,9,51,19,254,517,50,18,343,66,35,270,1955,1734,155,2170
17,1024,120,431,15,6,268,198,8,97,64,86,9,822,3165,3041,38,2171
4,597,13,1298,11,15,1545,424,159,3024,9,35,27,3090,10251,10004,212,2172
12,59,37,51,24,13,299,189,156,49,34,67,17,199,1206,929,210,2173
18,14,46,63,16,11,391,76,8,143,4,94,7,291,1182,1046,42,2174
